Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,332.435,0.0,71.57188936824885,0.0,0.581,0.0,500,362.0,1
depressed_mild,159.383,0.0,54.1667518253727,0.0,0.127,0.0,500,342.0,1
