Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,58.46,0.0,96.55290776461412,0.0,0.002,0.0,500,198.0,1
depressed_mild,115.231,0.0,51.728050538219065,0.0,0.0,0.0,356,1000.0,1
