Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,94.07,0.0,71.11167241847822,0.0,0.008,0.0,500,421.0,1
depressed_mild,162.457,0.0,57.67722306240659,0.0,0.044,0.0,500,327.0,1
