Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,52.533,0.0,71.30131377220387,0.0,0.0,0.0,222,1000.0,1
depressed_mild,165.23,0.0,50.365396231330905,0.0,0.145,0.0,500,504.0,1
