Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,374.567,0.0,79.91905644449228,0.0,0.667,0.0,500,321.0,1
depressed_mild,128.875,0.0,55.52609516077872,0.0,0.054,0.0,500,373.0,1
