Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,291.714,0.0,67.05445496486624,0.0,0.481,0.0,500,486.0,1
depressed_mild,115.937,0.0,55.19660625633495,0.0,0.001,0.0,500,179.0,1
