Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,162.539,0.0,76.76510294503869,0.0,0.129,0.0,500,839.0,1
depressed_mild,120.753,0.0,59.49625488185299,0.0,0.038,0.0,500,416.0,1
