Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,267.856,0.0,62.78809935625017,0.0,0.388,0.0,500,484.0,1
depressed_mild,124.669,0.0,58.45592146786117,0.0,0.069,0.0,500,120.0,1
