Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,286.217,0.0,65.06421089798806,0.0,0.491,0.0,500,459.0,1
depressed_mild,105.692,0.0,57.322519009787136,0.0,0.001,0.0,500,879.0,1
