Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,272.906,0.0,69.68185113504151,0.0,0.241,0.0,500,489.0,1
depressed_mild,116.959,0.0,56.7933086178917,0.0,0.03,0.0,500,566.0,1
