Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,305.969,0.0,68.09543993535544,0.0,0.505,0.0,500,478.0,1
depressed_mild,119.857,0.0,60.11937642474297,0.0,0.02,0.0,500,242.0,1
