Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,115.369,0.0,68.28966605843696,0.0,0.102,0.0,500,651.0,1
depressed_mild,121.157,0.0,57.15858651546825,0.0,0.032,0.0,500,616.0,1
