Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,67.786,0.0,76.32495917874999,0.0,0.0,0.0,322,1000.0,1
depressed_mild,101.032,0.0,55.98438191420471,0.0,0.012,0.0,500,413.0,1
