Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,188.196,0.0,62.93929274956632,0.0,0.089,0.0,500,467.0,1
depressed_mild,84.104,0.0,60.68326859150127,0.0,0.0,0.0,454,1000.0,1
