Episode,Duration,Reward,Confidence,Success_Rate,Exploration_Rate,Q_Value
1,68,68.0,0.026512390550445106,0.0,0.9,0.017555453047594604
2,43,43.0,0.06544667213808658,0.0,0.8307354417412388,0.05382362042748651
3,26,26.0,0.07083037022787791,0.0,0.7898787707629197,0.06096294049460154
4,32,32.0,0.16409478150308132,0.0,0.7662192602520969,0.15340623911470175
5,77,77.0,0.458327628188319,0.0,0.7381359013677039,0.42704976050110605
6,32,32.0,0.8253442831337452,0.0,0.6749904374156306,0.773101132363081
7,74,74.0,1.2566883402901727,0.0,0.6504842118401288,1.2233022966900386
8,31,31.0,1.347221109174913,0.0,0.5974309579206702,1.3366843654263405
9,16,16.0,1.579429306089878,0.0,0.5766237514711262,1.5719538405537605
10,10,10.0,1.982237958908081,0.0,0.5661959025238243,1.9663966178894043
11,16,16.0,1.7015265077352524,0.0,0.5597836140384325,1.682438962161541
12,8,8.0,1.945312276482582,0.0,0.5496892221539945,1.917558565735817
13,13,13.0,1.8676443833571215,0.0,0.5447172313198133,1.8456581280781672
14,13,13.0,1.9201174515944262,0.0,0.536743042071433,1.8975582581300001
15,11,11.0,1.9176770015196367,0.0,0.5288973862359666,1.9049890691583806
16,10,10.0,1.9573050498962403,0.0,0.5223576111640357,1.9475180387496949
17,23,23.0,1.968334851057633,0.0,0.5164898906799225,1.9481237349302873
18,12,12.0,2.1282988786697388,0.0,0.5032692634660856,2.110137859980265
19,10,10.0,2.236552345752716,0.0,0.4965209632955272,2.2132559776306153
20,9,9.0,2.2674064768685236,0.0,0.4909741908058059,2.2247546911239624
21,8,8.0,2.269597217440605,0.0,0.4860410322056638,2.209900379180908
22,12,12.0,2.2228928407033286,0.0,0.48170235144303303,2.143484890460968
23,14,14.0,2.320397751671927,0.0,0.47527514076124927,2.2206505026136125
24,10,10.0,2.347440218925476,0.0,0.4678975678418203,2.261299228668213
25,10,10.0,2.4448810815811157,0.0,0.4627063608809675,2.3419328689575196
26,20,20.0,2.352800762653351,0.0,0.45757964012866,2.2775943875312805
27,9,9.0,2.480359183417426,0.0,0.44751646295842284,2.3919535477956138
28,22,22.0,2.4649717916141856,0.0,0.4430694640210065,2.391272620721297
29,12,12.0,2.6120033264160156,0.0,0.43240733003089304,2.50134406487147
30,15,15.0,2.691558249791463,0.0,0.42671402660516156,2.587677796681722
31,9,9.0,2.7049364513821073,0.0,0.41971644593117846,2.5993492603302
32,9,9.0,2.7321192423502603,0.0,0.4155804445440529,2.6436036162906222
33,15,15.0,2.7516984939575195,0.0,0.411490712419933,2.6824847221374513
34,10,10.0,2.8698849439620973,0.0,0.4047759095604542,2.7706154584884644
35,10,10.0,2.918631434440613,0.0,0.4003688124319296,2.8007046222686767
36,10,10.0,2.9530792951583864,0.0,0.3960164611431783,2.826036262512207
37,9,9.0,2.9976977507273355,0.0,0.3917181756304566,2.853537162144979
38,11,11.0,3.0126424702731045,0.0,0.3878953896441479,2.901334372433749
39,20,20.0,3.1293041110038757,0.0,0.38328112381262297,3.0546270489692686
40,13,13.0,3.157866954803467,0.0,0.37505238354639314,3.0739488234886756
41,13,13.0,3.114367723464966,0.0,0.3698129678601414,3.014835944542518
42,10,10.0,3.185305452346802,0.0,0.3646580046440848,3.0875930070877073
43,10,10.0,3.267334747314453,0.0,0.3607492601341988,3.1507164239883423
44,12,12.0,3.3295827309290567,0.0,0.3568890708284331,3.2448840339978537
45,13,13.0,3.3080002527970533,0.0,0.3523200878067794,3.2139679285196157
46,12,12.0,3.4208237330118814,0.0,0.347447086744482,3.3169790506362915
47,10,10.0,3.405249738693237,0.0,0.34301867655213714,3.318772530555725
48,10,10.0,3.4406233072280883,0.0,0.3393787400929877,3.3682837009429933
49,14,14.0,3.4771548339298795,0.0,0.3357840196507233,3.415205035890852
50,15,15.0,3.638682746887207,0.0,0.3308263058271345,3.573010031382243
51,11,11.0,3.57126166603782,0.0,0.3256098695077572,3.4867416728626597
52,9,9.0,3.6001774734920926,0.0,0.32184616854385834,3.50799830754598
53,11,11.0,3.726535125212236,0.0,0.3188050375837509,3.6381731900301846
54,9,9.0,3.701234367158678,0.0,0.3151342627277497,3.6282552348242865
55,13,13.0,3.7904049249795766,0.0,0.31216821755858076,3.7264879666841946
56,11,11.0,3.8280982971191406,0.0,0.3079424116853036,3.7674779241735283
57,12,12.0,3.8255794048309326,0.0,0.30441997576809826,3.7732210954030356
58,8,8.0,3.7918601632118225,0.0,0.3006321558026755,3.738582342863083
59,9,9.0,3.8770604928334556,0.0,0.2981383241846345,3.8195463286505804
60,10,10.0,3.8382941007614138,0.0,0.2953624118217376,3.8053531408309937
61,11,11.0,3.8831274075941606,0.0,0.29231447099078556,3.850376779382879
62,9,9.0,3.9312444263034396,0.0,0.2890054486772395,3.900454600652059
63,11,11.0,4.070992881601507,0.0,0.286331705385215,4.044283866882324
64,9,9.0,4.08027278052436,0.0,0.2831043831236907,4.049028211169773
65,13,13.0,4.229763911320613,0.0,0.2804966547887599,4.197839076702412
66,14,14.0,4.234962667737689,0.0,0.27678135273327925,4.205053670065744
67,15,15.0,4.376752503712972,0.0,0.2728472032705064,4.346486409505208
68,18,18.0,4.419481012556288,0.0,0.2687077468852222,4.389281590779622
69,12,12.0,4.455801725387573,0.0,0.263841770100793,4.408011933167775
70,11,11.0,4.5637218735434795,0.0,0.26065808091214443,4.5233213684775615
71,19,19.0,4.618816200055574,0.0,0.2577813551127448,4.591581746151573
72,14,14.0,4.662755864007132,0.0,0.2529046875823587,4.60931100164141
73,18,18.0,4.700730588701036,0.0,0.249384744879728,4.668753014670478
74,19,19.0,4.819350016744513,0.0,0.24494868098363182,4.782274271312513
75,20,20.0,4.940736579895019,0.0,0.24037319873148932,4.885703682899475
76,31,31.0,5.216190922644831,0.0,0.23567286770736118,5.1728394108433875
77,17,17.0,5.058475634630988,0.0,0.22861566052065002,5.014294484082391
78,23,23.0,5.174273159192956,0.0,0.22486012165567293,5.142382165660029
79,45,45.0,5.560269429948595,0.0,0.2199044719638728,5.508767127990723
80,18,18.0,5.48790783352322,0.0,0.21061116979266886,5.436739895078871
81,37,37.0,5.7716792338603256,0.0,0.20703776997185103,5.736831342851794
82,26,26.0,5.710412979125977,0.0,0.199940170243389,5.680089271985567
83,32,32.0,5.948645442724228,0.0,0.19514545092712848,5.919514462351799
84,29,29.0,6.13671506684402,0.0,0.18945421639178683,6.100236629617625
85,35,35.0,6.2221996852329795,0.0,0.18448952964207366,6.1981779507228305
86,33,33.0,6.358268029762037,0.0,0.17873246672379756,6.301349206404253
87,42,42.0,6.510342268716721,0.0,0.1735302850996186,6.471742981956119
88,29,29.0,6.709947799814159,0.0,0.16721224479802815,6.67435203749558
89,32,32.0,6.962193921208382,0.0,0.16303939084129984,6.9388797134160995
90,31,31.0,7.007822252088977,0.0,0.15860705292853272,6.98126422205279
91,28,28.0,7.114137189728873,0.0,0.15447902666428193,7.08303199495588
92,27,27.0,7.192535329748083,0.0,0.1508855140323493,7.169527972186053
93,23,23.0,7.271267206772514,0.0,0.14753744440768696,7.246477624644404
94,35,35.0,7.5100320543561665,0.0,0.14477316973064114,7.469658837999616
95,25,25.0,7.504640579223633,0.0,0.14071623606037076,7.469036483764649
96,45,45.0,7.8494896782769095,0.0,0.13792519089631272,7.807257005903456
97,245,245.0,8.738087496465566,0.0,0.13311592744364753,8.7100905418396
98,109,109.0,9.690200543184893,0.0,0.11119015738148896,9.667520820547681
99,97,97.0,10.092301673495893,0.0,0.10339602737564904,10.072331379369363
100,100,100.0,10.506028881072998,0.0,0.09729886736712134,10.486739883422851
101,117,117.0,10.87907587361132,0.0,0.09174110394724419,10.858119336967794
102,115,115.0,11.41873308264691,0.0,0.08606187991843467,11.400626489390497
103,136,136.0,11.616194255211774,0.0,0.08123334735423267,11.600798179121579
104,109,109.0,12.526524412522622,0.0,0.07635047626729985,12.511708014601961
105,159,159.0,13.068663944988131,0.0,0.07299406983639786,13.055281639099121
106,137,137.0,13.755247345806039,0.0,0.06884949926752881,13.735342819325245
107,191,191.0,14.42257314452326,0.0,0.06588279343707286,14.406114962712632
108,162,162.0,14.794561344900249,0.0,0.06250947490383987,14.777180789429465
109,113,113.0,15.866668675853088,0.0,0.06021631905836633,15.850411794881905
110,140,140.0,15.930320113045829,0.0,0.05887054599335833,15.905865567071098
111,117,117.0,16.95066412901267,0.0,0.057446442112180814,16.93159925020658
112,168,168.0,17.525314081282843,0.0,0.056433291788555315,17.509482656206405
113,135,135.0,17.67484780770761,0.0,0.0552147249735323,17.655018389666523
114,133,133.0,18.765133492032387,0.0,0.054404982776907515,18.743488569904986
115,128,128.0,19.312721371650696,0.0,0.0537302913834215,19.291727662086487
116,167,167.0,19.447332998949612,0.0,0.05317874463341681,19.422760946308067
117,126,126.0,19.97341953761994,0.0,0.052579863136051466,19.939469912695508
118,213,213.0,20.774078037817155,0.0,0.05220391725941203,20.738970599823716
119,121,121.0,21.281645215247288,0.0,0.05168874618206496,21.2542350548358
120,199,199.0,22.074898331608605,0.0,0.05145170154751175,22.035109917722156
121,129,129.0,23.171947597533233,0.0,0.0511320004185043,23.146276207857355
122,140,140.0,23.70463318143572,0.0,0.050963422095129454,23.681150477273125
123,156,156.0,23.759604344001183,0.0,0.0508087514417206,23.723322379283417
124,130,130.0,24.84233558361347,0.0,0.05066546871600048,24.810800214914174
125,312,312.0,25.336332828570637,0.0,0.050565659116142046,25.28253205005939
126,137,137.0,26.537713739993798,0.0,0.05038298339320653,26.49901253637606
127,118,118.0,26.963325856095654,0.0,0.05032270597949555,26.931806903774454
128,182,182.0,27.524336207043994,0.0,0.05027845086832842,27.486763189127156
129,132,132.0,28.174716891664445,0.0,0.050221792359909034,28.139043273347795
130,157,157.0,28.714850784107377,0.0,0.05018805634558167,28.680581268990874
131,143,143.0,29.254010287198152,0.0,0.05015454597555315,29.217548823856806
132,178,178.0,29.8267506374402,0.0,0.050129249110126894,29.777421404806415
133,125,125.0,30.449133865356444,0.0,0.05010346585226569,30.403460983276368
134,277,277.0,31.15526717836676,0.0,0.05008849903327134,31.091432612725544
