Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,327.786,0.0,70.17424698215109,0.0,0.581,0.0,500,412.0,1
depressed_mild,133.578,0.0,51.4901075617615,0.0,0.054,0.0,500,531.0,1
