Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,261.201,0.0,62.01856063672391,0.0,0.393,0.0,500,607.0,1
depressed_mild,108.313,0.0,56.00410265112922,0.0,0.044,0.0,500,385.0,1
