Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,356.72,0.0,74.31890083672307,0.0,0.635,0.0,500,322.0,1
depressed_mild,112.252,0.0,49.40878747947094,0.0,0.066,0.0,500,577.0,1
