Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,269.724,0.0,64.66736372267056,0.0,0.389,0.0,500,527.0,1
depressed_mild,153.888,0.0,58.7191015068915,0.0,0.108,0.0,500,432.0,1
