Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,82.372,0.0,72.13164888654974,0.0,0.002,0.0,500,985.0,1
depressed_mild,123.672,0.0,56.7156514342524,0.0,0.067,0.0,500,334.0,1
