Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,313.079,0.0,70.79362303272754,0.0,0.522,0.0,500,447.0,1
depressed_mild,110.838,0.0,61.8246407775741,0.0,0.021,0.0,500,113.0,1
