Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,280.958,0.0,68.37017011327444,0.0,0.476,0.0,500,513.0,1
depressed_mild,118.138,0.0,52.65695029133785,0.0,0.085,0.0,500,789.0,1
