Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,159.852,0.0,69.14677282616113,0.0,0.183,0.0,500,770.0,1
depressed_mild,129.764,0.0,56.573947589899355,0.0,0.036,0.0,500,428.0,1
