Episode,Duration,Reward,Confidence,Success_Rate,Exploration_Rate,Q_Value
1,14,14.0,0.07702166054930006,0.0,0.9,-0.0402456670999527
2,19,19.0,0.11321759106297243,0.0,0.8852544003153122,-0.005023980023045289
3,26,26.0,0.10921639691178615,0.0,0.8656508222588519,-0.008245882219993152
4,34,34.0,0.08752764388918877,0.0,0.839568307169933,-0.020469278206720072
5,17,17.0,0.07787313224638209,0.0,0.8067147374691782,-0.027478328522513893
6,15,15.0,0.11806916296482087,0.0,0.7908041974975842,-0.004315408319234848
7,44,44.0,0.16435040669007736,0.0,0.7770435282113092,0.0680959036743099
8,20,20.0,0.2796600624918938,0.0,0.7381359013677039,0.20826921314001084
9,15,15.0,0.38859869440396627,0.0,0.7211457654264727,0.35035996039708456
10,27,27.0,0.4742673690672274,0.0,0.7086790232669189,0.41639640485798873
11,17,17.0,0.6878652222016278,0.0,0.6868195595832118,0.6348945849082049
12,14,14.0,0.8724019868033273,0.0,0.6734299127906459,0.8405496563230243
13,19,19.0,0.926782372750734,0.0,0.6626147975842098,0.8826160807358591
14,52,52.0,1.2235960043393648,0.0,0.6482366129275937,1.1468860908196523
15,14,14.0,1.52216351883752,0.0,0.6105880653755499,1.4701510582651411
16,17,17.0,1.530572442447438,0.0,0.6008631157284422,1.484890054253971
17,15,15.0,1.4600879987080893,0.0,0.589280772755994,1.4143871386845908
18,15,15.0,1.5643644332885742,0.0,0.5792634640104313,1.528834843635559
19,19,19.0,1.5774590278926648,0.0,0.5694322299027444,1.537457459851315
20,15,15.0,1.6021945794423422,0.0,0.5572410576561861,1.5578699509302776
21,13,13.0,1.7383834857207079,0.0,0.5478188966230747,1.6992058020371656
22,10,10.0,1.9373092651367188,0.0,0.5397947126210298,1.9032164931297302
23,20,20.0,1.7928417444229126,0.0,0.5337103849838095,1.7559812366962433
24,11,11.0,1.9111910733309658,0.0,0.5217675330257502,1.8680264407938176
25,13,13.0,2.133404695070707,0.0,0.5153251225200726,2.0878502405606785
26,15,15.0,1.9802712678909302,0.0,0.5078246952980375,1.92968905766805
27,10,10.0,2.432832729816437,0.0,0.49932045862609775,2.353991985321045
28,27,27.0,2.289025792369136,0.0,0.4937389102468636,2.211335380872091
29,10,10.0,2.3935742020606994,0.0,0.4790126258944647,2.3186307668685915
30,10,10.0,2.218818187713623,0.0,0.4736833454649598,2.1628972053527833
31,10,10.0,2.4909634590148926,0.0,0.46842026642017437,2.400270128250122
32,13,13.0,2.288684789951031,0.0,0.4632225663932997,2.2362142709585338
33,9,9.0,2.372751792271932,0.0,0.45656196365397145,2.3331508901384144
34,12,12.0,2.376600980758667,0.0,0.45201377310380497,2.341399292151133
35,21,21.0,2.5100100267501104,0.0,0.44602856776943484,2.444715318225679
36,10,10.0,2.5150232315063477,0.0,0.43576807599000245,2.4551087379455567
37,12,12.0,2.577661176522573,0.0,0.43097598798696307,2.5226954420407615
38,11,11.0,2.6025431156158447,0.0,0.4253039944680303,2.5506276434118096
39,10,10.0,2.6360304594039916,0.0,0.42017888044995383,2.5839383363723756
40,11,11.0,2.6679380373521284,0.0,0.4155804445440529,2.6179052266207608
41,15,15.0,2.6966765721639,0.0,0.41058811435656545,2.639562797546387
42,12,12.0,2.7764586806297302,0.0,0.403890077537952,2.7032664020856223
43,13,13.0,2.7963979977827806,0.0,0.39862134068969013,2.7308753637167125
44,10,10.0,2.8196587324142457,0.0,0.3930020245011934,2.761806535720825
45,10,10.0,2.877090883255005,0.0,0.388741184921837,2.8096906185150146
46,16,16.0,2.9804358929395676,0.0,0.38453327434179896,2.9111428260803223
47,10,10.0,2.960783338546753,0.0,0.37790907168679616,2.92029812335968
48,10,10.0,2.9155236959457396,0.0,0.37383571977843666,2.8909797191619875
49,14,14.0,3.2921449967793057,0.0,0.3698129678601414,3.2343496595110213
50,12,12.0,3.1383275190989175,0.0,0.3642649278624501,3.072869618733724
51,11,11.0,3.4197296012531626,0.0,0.3595861326357948,3.3502192063765093
52,11,11.0,3.1024715466932817,0.0,0.3553584552021379,3.0606287826191294
