Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,324.982,0.0,74.79561633715625,0.0,0.509,0.0,500,370.0,1
depressed_mild,105.435,0.0,52.16623118073394,0.0,0.029,0.0,500,362.0,1
