Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,314.653,0.0,71.77259159545783,0.0,0.505,0.0,500,346.0,1
depressed_mild,99.583,0.0,55.455588322558846,0.0,0.004,0.0,500,667.0,1
