Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,296.853,0.0,74.9874166205274,0.0,0.445,0.0,500,488.0,1
depressed_mild,119.591,0.0,59.93761474745608,0.0,0.009,0.0,500,515.0,1
