Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,226.408,0.0,62.76421328989402,0.0,0.313,0.0,500,677.0,1
depressed_mild,175.471,0.0,57.35861277795205,0.0,0.167,0.0,500,337.0,1
