Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,260.956,0.0,64.2780257501309,0.0,0.343,0.0,500,520.0,1
depressed_mild,128.29,0.0,58.96841375646694,0.0,0.073,0.0,500,585.0,1
