Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,305.738,0.0,78.68131203800158,0.0,0.512,0.0,500,132.0,1
depressed_mild,159.7,0.0,62.68354613346786,0.0,0.134,0.0,500,190.0,1
