Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,341.188,0.0,73.62113532449558,0.0,0.54,0.0,500,457.0,1
depressed_mild,177.22,0.0,60.31410428795586,0.0,0.013,0.0,500,271.0,1
