Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,293.403,0.0,78.86995058392577,0.0,0.43,0.0,500,174.0,1
depressed_mild,147.34,0.0,56.67291178551389,0.0,0.022,0.0,500,401.0,1
