Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,214.929,0.0,61.96035849564843,0.0,0.307,0.0,500,693.0,1
depressed_mild,98.186,0.0,44.752616302246615,0.0,0.001,0.0,500,351.0,1
