Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,330.884,0.0,74.60752429757191,0.0,0.38,0.0,500,374.0,1
depressed_mild,123.084,0.0,54.01252708664138,0.0,0.034,0.0,500,532.0,1
