Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,368.273,0.0,76.36083583518753,0.0,0.656,0.0,500,340.0,1
depressed_mild,106.048,0.0,51.05230997229336,0.0,0.009,0.0,500,961.0,1
