Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,41.833,0.0,85.2780838307616,0.0,0.0,0.0,289,1000.0,1
depressed_mild,129.014,0.0,51.270672081380106,0.0,0.015,0.0,500,578.0,1
