Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,342.554,0.0,71.96846979547917,0.0,0.611,0.0,500,359.0,1
depressed_mild,100.172,0.0,59.07556259256508,0.0,0.003,0.0,500,263.0,1
