Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,234.666,0.0,77.16801494157,0.0,0.207,0.0,500,458.0,1
depressed_mild,168.592,0.0,62.17883706676989,0.0,0.127,0.0,500,159.0,1
