Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,355.932,0.0,74.81211079518474,0.0,0.626,0.0,500,370.0,1
depressed_mild,156.998,0.0,55.992488245503075,0.0,0.153,0.0,500,407.0,1
