Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,338.843,0.0,80.25668219909811,0.0,0.489,0.0,500,278.0,1
depressed_mild,139.238,0.0,55.352196648787235,0.0,0.0,0.0,463,1000.0,1
