Model,Mean_Duration,Std_Duration,Mean_Confidence,Std_Confidence,Mean_Final_Success,Std_Final_Success,Max_Duration,First_Success_Episode,Num_Runs
normal,236.121,0.0,76.62141965332114,0.0,0.336,0.0,500,529.0,1
depressed_mild,149.012,0.0,59.861199047989906,0.0,0.127,0.0,500,309.0,1
